hour_of_day,day_of_week,is_weekend,is_night,location_type,incident_count_7d,incident_count_30d,lighting_score,crowd_density,safety_label
18,5,1,0,4,19,29,0.4205,0.5143,1
5,1,0,0,0,10,13,0.2966,0.9958,2
10,6,1,0,4,18,22,0.0621,0.2835,1
16,6,1,0,2,19,28,0.0418,0.0585,1
15,3,0,0,4,2,6,0.0951,0.0288,2
21,2,0,1,3,2,5,0.0015,0.3205,1
2,1,0,1,0,7,15,0.3271,0.4979,2
7,1,0,0,3,11,20,0.3105,0.0782,1
23,6,1,1,0,15,18,0.4301,0.5658,1
13,1,0,0,1,3,3,0.2329,0.9009,2
5,3,0,0,4,3,14,0.0627,0.7969,3
6,3,0,0,4,6,11,0.0712,0.6725,3
8,4,0,0,0,5,14,0.1821,0.6617,3
13,5,1,0,1,18,20,0.3166,0.7303,1
6,3,0,0,0,7,11,0.148,0.4942,3
14,5,1,0,1,17,26,0.3651,0.4018,1
10,3,0,0,4,1,2,0.9222,0.3067,3
14,3,0,0,0,2,6,0.2616,0.0996,3
3,1,0,1,3,16,26,0.0505,0.5622,1
14,1,0,0,4,4,15,0.6648,0.4725,3
22,3,0,1,4,1,6,0.4909,0.1189,3
3,0,0,1,1,11,12,0.0473,0.2683,1
7,2,0,0,3,2,2,0.7878,0.7872,2
16,3,0,0,2,1,9,0.7153,0.2556,3
14,3,0,0,0,8,18,0.9773,0.4257,3
16,5,1,0,1,11,19,0.9383,0.1613,2
13,6,1,0,3,10,16,0.5842,0.1698,1
16,5,1,0,3,11,11,0.686,0.7563,1
14,0,0,0,2,0,3,0.4095,0.0667,3
1,2,0,1,3,5,5,0.2665,0.285,1
18,5,1,0,3,6,12,0.5528,0.9808,2
10,4,0,0,1,5,9,0.3256,0.4759,2
1,3,0,1,1,11,12,0.0095,0.6062,1
9,3,0,0,4,4,13,0.5864,0.6408,3
10,2,0,0,4,12,17,0.5254,0.1961,2
2,4,0,1,0,18,32,0.8119,0.3693,1
23,1,0,1,3,13,19,0.0561,0.4007,1
5,3,0,0,0,7,8,0.8154,0.2307,2
7,1,0,0,4,8,18,0.0153,0.234,2
10,4,0,0,2,11,21,0.5873,0.6079,2
19,6,1,0,3,14,27,0.3969,0.1085,1
17,3,0,0,3,6,16,0.3315,0.1291,2
18,2,0,0,3,0,5,0.4333,0.5733,2
5,6,1,0,1,14,24,0.2236,0.4493,2
20,4,0,1,4,13,24,0.1834,0.6119,1
19,2,0,0,2,2,9,0.8051,0.027,2
11,0,0,0,2,12,23,0.2278,0.7049,1
13,0,0,0,1,1,15,0.737,0.8499,3
0,1,0,1,0,12,23,0.7114,0.5241,2
18,1,0,0,2,14,21,0.0334,0.8408,2
23,5,1,1,1,0,7,0.8811,0.3997,2
11,3,0,0,3,14,26,0.7894,0.0789,1
12,6,1,0,1,2,15,0.7961,0.3775,3
11,3,0,0,4,5,8,0.8092,0.4464,3
1,6,1,1,3,14,14,0.1748,0.8655,1
14,3,0,0,2,7,19,0.9934,0.3347,2
17,2,0,0,3,19,22,0.1792,0.3151,1
22,5,1,1,3,19,33,0.0217,0.888,1
22,3,0,1,3,19,19,0.2113,0.251,1
11,1,0,0,2,2,15,0.2939,0.6424,2
23,3,0,1,4,3,13,0.6082,0.3266,2
12,4,0,0,1,3,7,0.3917,0.9515,3
15,2,0,0,2,11,11,0.3335,0.1896,1
14,4,0,0,1,8,20,0.8932,0.7239,3
23,6,1,1,2,14,15,0.142,0.5501,1
17,2,0,0,4,5,6,0.189,0.9787,3
2,2,0,1,3,3,14,0.2004,0.9941,1
1,2,0,1,1,12,22,0.7826,0.7937,1
9,5,1,0,4,12,13,0.8322,0.1035,2
12,1,0,0,3,13,18,0.2311,0.469,1
16,6,1,0,2,6,15,0.8821,0.8545,2
11,2,0,0,0,10,19,0.6096,0.6385,2
12,5,1,0,2,18,23,0.8232,0.879,1
22,5,1,1,4,12,18,0.0685,0.7994,1
8,5,1,0,2,18,19,0.3569,0.313,1
11,6,1,0,0,8,8,0.5249,0.1951,2
13,1,0,0,0,0,14,0.577,0.3226,3
11,4,0,0,4,15,18,0.0991,0.6959,1
23,0,0,1,2,9,22,0.5387,0.4811,1
23,2,0,1,3,0,0,0.1996,0.0438,1
12,0,0,0,1,2,16,0.3616,0.7425,3
10,4,0,0,0,6,12,0.5007,0.0447,2
14,4,0,0,2,3,15,0.2926,0.4093,2
4,5,1,1,3,13,25,0.2612,0.4623,1
10,1,0,0,1,12,17,0.5992,0.503,2
5,2,0,0,3,6,17,0.5513,0.1391,1
3,4,0,1,2,1,6,0.9444,0.7478,2
2,5,1,1,1,1,12,0.6649,0.8494,2
14,6,1,0,1,18,32,0.2798,0.6979,1
0,0,0,1,1,6,18,0.6418,0.9511,2
15,2,0,0,1,2,12,0.9616,0.2575,3
10,0,0,0,3,14,19,0.0236,0.1607,1
8,5,1,0,1,17,18,0.6266,0.0673,1
18,0,0,0,3,2,9,0.1568,0.7215,2
12,5,1,0,1,18,19,0.8165,0.1621,1
17,1,0,0,1,14,21,0.6407,0.9382,2
17,0,0,0,4,5,18,0.937,0.5984,3
0,6,1,1,4,15,16,0.6696,0.8041,1
5,3,0,0,2,8,21,0.0172,0.4347,2
13,2,0,0,1,12,20,0.5104,0.7348,2
23,4,0,1,3,2,2,0.2711,0.4437,1
3,1,0,1,0,4,14,0.2323,0.5388,1
2,4,0,1,2,15,15,0.0829,0.7736,1
22,3,0,1,2,16,25,0.7199,0.2382,1
23,1,0,1,3,0,7,0.1508,0.8845,1
4,2,0,1,0,4,15,0.0476,0.7163,2
9,0,0,0,0,12,17,0.2799,0.7465,2
15,2,0,0,1,18,19,0.3267,0.2382,2
4,4,0,1,0,13,18,0.6679,0.0901,1
7,0,0,0,2,14,25,0.4716,0.0729,1
9,0,0,0,4,7,21,0.4872,0.647,3
15,4,0,0,1,1,4,0.8066,0.15,3
7,2,0,0,2,15,20,0.2784,0.9992,2
9,0,0,0,1,15,28,0.6726,0.961,2
6,5,1,0,0,8,12,0.3676,0.0292,2
18,5,1,0,3,10,13,0.4184,0.7251,1
3,0,0,1,1,4,16,0.5559,0.2608,2
5,1,0,0,2,9,16,0.6956,0.3409,2
5,2,0,0,3,4,12,0.9452,0.2403,2
21,5,1,1,4,8,15,0.269,0.8305,1
22,0,0,1,0,2,11,0.1037,0.8938,2
12,5,1,0,2,12,16,0.4288,0.0404,1
3,2,0,1,4,4,14,0.5467,0.27,1
18,0,0,0,2,14,19,0.228,0.4487,1
11,6,1,0,0,10,17,0.8905,0.5218,3
20,0,0,1,1,17,19,0.7988,0.0876,1
8,0,0,0,3,4,4,0.4937,0.83,2
23,6,1,1,3,5,13,0.135,0.934,1
19,3,0,0,1,4,6,0.0407,0.4029,2
5,3,0,0,0,12,25,0.5369,0.8572,2
17,4,0,0,1,2,16,0.5957,0.6764,3
6,4,0,0,1,13,17,0.8916,0.5917,2
8,4,0,0,3,16,20,0.5011,0.8191,1
6,0,0,0,4,13,20,0.1574,0.473,2
16,3,0,0,0,2,5,0.1801,0.5477,3
6,1,0,0,3,9,21,0.1599,0.2747,1
15,5,1,0,3,10,11,0.9385,0.7122,2
13,3,0,0,3,7,13,0.7934,0.1591,2
18,0,0,0,4,9,11,0.8248,0.2432,3
23,6,1,1,0,15,27,0.8404,0.4799,1
0,1,0,1,3,16,18,0.0287,0.3853,1
23,1,0,1,0,6,12,0.7022,0.2396,2
2,6,1,1,4,6,18,0.7043,0.1919,2
12,5,1,0,2,4,10,0.2248,0.8609,2
8,6,1,0,0,8,10,0.4907,0.5909,2
15,4,0,0,3,10,12,0.6624,0.3774,1
17,6,1,0,3,14,23,0.8973,0.8458,1
20,0,0,1,2,5,6,0.1104,0.8252,1
9,4,0,0,1,4,9,0.8922,0.1109,3
22,2,0,1,0,0,9,0.9224,0.5673,3
7,2,0,0,4,1,6,0.9236,0.3056,3
4,1,0,1,0,1,13,0.0048,0.5408,2
9,1,0,0,4,4,14,0.221,0.718,3
12,3,0,0,2,13,15,0.6912,0.0085,1
16,6,1,0,3,15,27,0.3217,0.5136,1
19,4,0,0,3,19,32,0.0611,0.2917,1
5,2,0,0,4,10,13,0.7629,0.534,2
7,3,0,0,0,9,14,0.0286,0.1098,2
22,3,0,1,4,17,22,0.446,0.8176,1
10,1,0,0,0,2,8,0.9476,0.5437,3
5,3,0,0,4,12,18,0.4402,0.2111,2
23,4,0,1,1,16,29,0.9119,0.7697,1
10,1,0,0,4,10,19,0.409,0.0378,2
23,4,0,1,0,5,18,0.3467,0.5928,2
22,4,0,1,2,12,17,0.1074,0.5018,1
21,3,0,1,2,19,26,0.3581,0.0396,1
13,2,0,0,4,4,5,0.337,0.2497,3
19,3,0,0,0,11,15,0.8466,0.0771,2
23,5,1,1,0,1,9,0.9199,0.7324,2
6,1,0,0,3,4,6,0.0219,0.7058,1
0,4,0,1,0,15,29,0.0983,0.0893,1
7,4,0,0,3,9,13,0.6432,0.1092,1
15,2,0,0,0,3,5,0.4847,0.8803,3
13,2,0,0,4,6,17,0.2969,0.2008,2
1,6,1,1,2,2,3,0.2599,0.3037,1
13,2,0,0,4,15,19,0.2247,0.6843,1
4,4,0,1,0,18,20,0.5255,0.0607,1
12,1,0,0,1,2,12,0.0175,0.9477,3
13,6,1,0,2,4,16,0.7389,0.023,2
15,4,0,0,0,17,19,0.3004,0.8491,1
9,5,1,0,0,17,23,0.4268,0.3609,1
9,4,0,0,1,15,22,0.5271,0.15,1
16,2,0,0,3,14,24,0.2114,0.3775,1
17,2,0,0,3,17,22,0.8837,0.9728,1
19,4,0,0,0,7,14,0.6821,0.529,3
8,6,1,0,0,17,24,0.8703,0.0593,2
10,0,0,0,3,17,17,0.4755,0.9415,1
7,5,1,0,1,4,12,0.4325,0.1436,3
12,5,1,0,3,1,9,0.2371,0.0547,2
3,0,0,1,1,10,24,0.5448,0.0454,1
10,0,0,0,1,15,22,0.5932,0.8263,2
4,4,0,1,1,16,29,0.4199,0.153,1
12,5,1,0,1,2,7,0.1454,0.179,3
20,2,0,1,3,7,17,0.0819,0.9441,1
23,4,0,1,2,15,28,0.0143,0.6116,1
10,6,1,0,3,1,3,0.3191,0.2854,1
1,2,0,1,0,14,22,0.5808,0.5865,1
5,1,0,0,2,5,18,0.9557,0.2431,3
2,6,1,1,2,0,8,0.1779,0.4943,1
18,1,0,0,4,4,17,0.0555,0.3346,2
23,3,0,1,2,14,20,0.2963,0.6226,1
13,3,0,0,0,17,30,0.1568,0.7588,1
4,3,0,1,3,1,10,0.2087,0.3485,1
0,1,0,1,0,9,16,0.0057,0.1439,1
23,4,0,1,4,4,7,0.9809,0.3557,2
7,4,0,0,1,13,15,0.8557,0.7582,2
2,1,0,1,3,15,19,0.1472,0.7871,1
4,3,0,1,3,19,30,0.2763,0.7856,1
6,0,0,0,2,7,14,0.6281,0.9746,3
15,1,0,0,2,5,10,0.9938,0.8248,2
21,6,1,1,0,6,13,0.2783,0.9686,1
6,3,0,0,0,15,20,0.9969,0.6268,3
16,4,0,0,3,8,20,0.1802,0.2293,1
1,6,1,1,4,0,5,0.3534,0.6082,2
0,4,0,1,4,18,25,0.9353,0.1978,1
1,5,1,1,1,2,10,0.3705,0.0853,2
22,4,0,1,1,18,27,0.2098,0.3013,1
13,3,0,0,1,3,8,0.0595,0.3628,3
19,4,0,0,3,10,11,0.149,0.7089,1
0,2,0,1,3,6,16,0.1066,0.3631,1
0,6,1,1,3,13,21,0.1264,0.0031,1
20,1,0,1,4,8,17,0.5425,0.9169,2
2,6,1,1,1,7,15,0.8136,0.5894,1
3,6,1,1,3,9,16,0.004,0.2108,1
12,0,0,0,2,19,33,0.8411,0.2523,1
14,4,0,0,4,4,4,0.5772,0.1241,3
5,6,1,0,1,4,5,0.7565,0.9065,2
10,4,0,0,0,1,15,0.757,0.2302,3
16,2,0,0,1,14,27,0.9032,0.9406,2
10,6,1,0,3,13,19,0.0934,0.2643,1
9,3,0,0,4,12,20,0.5715,0.7993,2
1,0,0,1,4,0,6,0.909,0.0105,2
10,1,0,0,0,15,29,0.7192,0.4833,2
19,4,0,0,2,16,22,0.0966,0.3692,1
15,3,0,0,0,18,29,0.614,0.3346,2
21,1,0,1,1,18,23,0.7999,0.9922,1
3,5,1,1,4,5,10,0.2749,0.7209,1
0,0,0,1,4,14,24,0.6325,0.2558,1
13,1,0,0,0,8,13,0.8404,0.7524,3
4,3,0,1,0,11,11,0.5239,0.1296,1
14,0,0,0,3,6,8,0.1942,0.9259,2
21,2,0,1,2,13,26,0.5497,0.4264,1
8,6,1,0,2,19,24,0.588,0.1907,1
13,6,1,0,4,13,14,0.4029,0.2728,1
16,6,1,0,4,18,32,0.6796,0.1551,1
3,2,0,1,4,18,32,0.4333,0.9306,1
21,0,0,1,3,2,9,0.2632,0.3059,1
4,5,1,1,4,19,28,0.7916,0.1429,1
19,2,0,0,3,16,27,0.8048,0.8129,1
15,5,1,0,4,8,8,0.5261,0.2133,2
3,0,0,1,2,12,16,0.1963,0.0942,1
17,4,0,0,0,12,20,0.7244,0.6684,3
4,4,0,1,4,15,23,0.0689,0.0074,1
14,6,1,0,4,16,20,0.5176,0.8324,1
23,0,0,1,1,2,2,0.053,0.5627,2
22,2,0,1,2,0,14,0.5284,0.2468,2
20,6,1,1,2,4,13,0.6859,0.4736,1
11,2,0,0,3,10,21,0.4192,0.2624,1
13,4,0,0,3,16,22,0.4169,0.5329,1
7,1,0,0,1,13,20,0.1228,0.5716,1
22,5,1,1,4,2,8,0.3018,0.7717,1
11,1,0,0,4,14,20,0.4443,0.4661,2
18,4,0,0,4,9,19,0.8636,0.7866,3
8,6,1,0,2,7,21,0.898,0.0692,2
17,4,0,0,0,15,26,0.9536,0.9213,2
5,3,0,0,4,5,15,0.1003,0.1855,3
17,1,0,0,0,12,12,0.2962,0.8366,2
1,2,0,1,0,3,10,0.4629,0.4946,2
2,5,1,1,1,7,21,0.6417,0.1047,1
8,1,0,0,0,11,16,0.7028,0.3598,2
11,4,0,0,3,12,20,0.786,0.9183,2
17,3,0,0,2,18,22,0.4959,0.8347,1
8,2,0,0,1,5,7,0.5566,0.7223,3
0,5,1,1,0,17,27,0.9606,0.3798,1
7,2,0,0,1,16,20,0.24,0.5888,1
10,2,0,0,3,7,15,0.8038,0.2321,2
13,3,0,0,3,2,10,0.7118,0.6478,3
15,5,1,0,1,5,17,0.1401,0.2609,2
5,6,1,0,0,13,27,0.9265,0.829,2
14,4,0,0,2,15,23,0.8554,0.7045,2
15,4,0,0,3,12,12,0.7795,0.3861,1
18,5,1,0,0,14,22,0.1268,0.6595,1
12,1,0,0,3,2,15,0.1397,0.3251,2
19,1,0,0,0,10,17,0.6832,0.1557,2
5,3,0,0,1,17,25,0.1073,0.2352,1
17,4,0,0,3,7,18,0.1133,0.2717,1
1,4,0,1,0,17,23,0.4003,0.2266,1
2,1,0,1,1,2,8,0.0054,0.6784,2
20,5,1,1,0,19,26,0.7215,0.7397,1
11,2,0,0,1,15,27,0.5402,0.4571,1
14,6,1,0,3,12,19,0.0782,0.9878,1
14,5,1,0,1,12,16,0.5436,0.891,2
16,6,1,0,0,18,26,0.0541,0.0871,1
5,4,0,0,1,7,17,0.0707,0.4605,2
4,3,0,1,0,3,16,0.4855,0.9085,2
1,1,0,1,3,18,31,0.1499,0.2203,1
20,2,0,1,4,2,13,0.339,0.3784,2
5,6,1,0,0,13,24,0.6218,0.9469,2
13,2,0,0,3,5,11,0.3874,0.7761,1
10,0,0,0,1,18,23,0.587,0.8323,2
3,1,0,1,0,19,27,0.3498,0.8795,1
9,4,0,0,3,9,19,0.715,0.1712,1
1,4,0,1,1,10,17,0.5793,0.6993,1
4,6,1,1,2,9,12,0.16,0.8028,1
3,6,1,1,2,8,8,0.6863,0.2265,1
19,3,0,0,2,18,18,0.7839,0.0434,1
13,3,0,0,0,5,11,0.0659,0.1784,2
22,5,1,1,1,19,30,0.61,0.7414,1
10,0,0,0,3,13,24,0.7904,0.6943,1
4,4,0,1,4,19,31,0.1147,0.8917,1
14,3,0,0,0,12,22,0.9017,0.317,2
22,5,1,1,2,16,16,0.4148,0.6217,1
12,5,1,0,4,9,22,0.7378,0.0268,2
0,4,0,1,1,9,23,0.899,0.9351,2
7,4,0,0,2,5,17,0.9896,0.5545,3
22,4,0,1,4,4,10,0.5839,0.7484,2
12,4,0,0,4,0,3,0.7043,0.2838,3
22,1,0,1,3,7,20,0.0755,0.082,1
12,1,0,0,3,19,21,0.29,0.0628,1
0,5,1,1,3,18,29,0.2552,0.8147,1
20,4,0,1,1,13,27,0.3982,0.1519,1
18,1,0,0,4,7,20,0.8224,0.824,3
17,6,1,0,0,10,17,0.0506,0.2653,2
23,6,1,1,0,15,27,0.2183,0.5413,1
4,4,0,1,3,0,12,0.051,0.2619,1
21,1,0,1,4,18,32,0.5271,0.0501,1
5,6,1,0,4,17,22,0.0805,0.5423,1
23,1,0,1,3,19,28,0.1032,0.3671,1
4,3,0,1,1,1,13,0.9862,0.4351,3
13,6,1,0,1,18,21,0.7942,0.6016,1
18,3,0,0,2,12,15,0.7606,0.3137,2
1,1,0,1,1,11,16,0.1351,0.5638,1
1,0,0,1,2,3,8,0.3646,0.6578,2
20,2,0,1,0,9,20,0.6806,0.0895,1
1,4,0,1,1,7,21,0.0216,0.3501,1
14,5,1,0,4,19,21,0.434,0.0899,1
22,1,0,1,3,6,10,0.2786,0.0069,1
14,1,0,0,0,4,17,0.0823,0.0512,2
11,4,0,0,1,18,26,0.9063,0.5922,2
10,1,0,0,1,3,6,0.1945,0.0843,3
15,0,0,0,1,18,27,0.1891,0.8685,2
13,3,0,0,3,19,32,0.1954,0.7594,1
12,3,0,0,4,6,11,0.9313,0.0088,3
3,1,0,1,3,13,20,0.1811,0.5732,1
15,1,0,0,2,15,24,0.7508,0.0103,1
17,1,0,0,0,10,22,0.3664,0.1092,1
17,2,0,0,0,13,21,0.8733,0.9882,3
1,0,0,1,4,2,16,0.5819,0.457,2
16,0,0,0,3,10,21,0.5998,0.0272,1
17,2,0,0,2,10,16,0.7523,0.8503,2
4,0,0,1,2,11,18,0.7736,0.9173,1
20,2,0,1,4,18,28,0.6819,0.5484,1
12,4,0,0,4,16,17,0.1189,0.7059,1
11,0,0,0,0,12,15,0.8667,0.7801,2
17,4,0,0,1,8,11,0.2609,0.7347,2
12,4,0,0,0,8,20,0.9962,0.4945,2
13,4,0,0,1,0,12,0.3855,0.8327,3
7,4,0,0,3,11,23,0.12,0.5273,1
22,5,1,1,1,5,6,0.3161,0.2595,1
23,0,0,1,0,17,21,0.5735,0.0041,1
3,1,0,1,2,15,19,0.3914,0.3586,1
17,2,0,0,2,18,18,0.8287,0.0826,1
0,4,0,1,3,19,22,0.2047,0.0633,1
8,6,1,0,0,8,14,0.2135,0.4692,2
23,6,1,1,1,8,21,0.5389,0.9437,1
4,4,0,1,3,12,14,0.2363,0.1055,1
9,2,0,0,3,8,20,0.8912,0.2737,2
5,2,0,0,4,5,17,0.3949,0.8301,3
17,0,0,0,4,14,16,0.9245,0.4018,2
11,3,0,0,4,9,12,0.036,0.7588,2
14,3,0,0,2,18,24,0.6767,0.5423,1
22,1,0,1,4,4,18,0.782,0.6039,2
12,5,1,0,2,8,19,0.4251,0.1611,1
17,5,1,0,4,10,24,0.011,0.3523,2
2,2,0,1,1,18,22,0.687,0.6218,1
5,6,1,0,2,11,24,0.3426,0.0268,1
22,0,0,1,3,1,15,0.0455,0.1883,1
20,6,1,1,1,6,14,0.1571,0.3865,1
15,5,1,0,0,17,19,0.7692,0.6746,1
9,1,0,0,4,5,9,0.1874,0.5096,3
4,4,0,1,2,6,7,0.4841,0.7187,1
20,2,0,1,4,3,15,0.9704,0.7269,3
18,5,1,0,1,14,18,0.7588,0.0311,1
5,1,0,0,4,2,12,0.5472,0.9017,3
14,1,0,0,3,7,11,0.5283,0.8242,2
14,2,0,0,3,14,28,0.1673,0.2711,1
11,1,0,0,3,17,28,0.4464,0.4845,1
22,2,0,1,1,4,9,0.1449,0.3081,2
2,4,0,1,4,6,13,0.0836,0.9066,1
6,4,0,0,4,2,2,0.1091,0.3828,3
2,3,0,1,3,8,10,0.182,0.3961,1
16,1,0,0,4,19,33,0.1936,0.9119,2
15,1,0,0,4,6,18,0.1493,0.6007,3
23,6,1,1,3,5,17,0.2601,0.1379,1
13,1,0,0,2,7,16,0.122,0.626,2
3,0,0,1,4,17,20,0.7056,0.7944,1
10,3,0,0,0,10,11,0.417,0.3378,2
2,0,0,1,2,12,22,0.5791,0.527,1
16,2,0,0,4,15,19,0.0234,0.6268,1
16,5,1,0,4,14,14,0.0,0.5104,1
20,1,0,1,1,11,11,0.8172,0.9991,1
8,4,0,0,0,11,19,0.4754,0.5068,2
7,3,0,0,1,10,22,0.0713,0.6434,2
1,2,0,1,4,3,8,0.3435,0.7936,2
9,4,0,0,2,8,22,0.5064,0.1366,2
11,4,0,0,0,16,21,0.1355,0.0439,1
18,2,0,0,0,0,10,0.5463,0.973,3
18,1,0,0,1,16,19,0.5288,0.7323,1
3,6,1,1,1,11,20,0.6028,0.3933,1
6,1,0,0,0,6,10,0.8103,0.0177,3
12,6,1,0,2,2,13,0.4128,0.1664,2
8,3,0,0,2,15,21,0.8886,0.0097,1
0,6,1,1,0,0,0,0.4747,0.3965,2
20,2,0,1,1,10,13,0.4571,0.5549,1
17,3,0,0,3,3,8,0.6557,0.1606,2
12,4,0,0,4,18,24,0.6175,0.6399,2
7,2,0,0,4,3,7,0.0114,0.9542,3
20,1,0,1,2,16,24,0.9824,0.9905,1
0,3,0,1,0,11,25,0.9427,0.8332,2
10,4,0,0,4,0,10,0.2813,0.4439,3
19,1,0,0,4,14,18,0.5586,0.5474,2
22,5,1,1,1,17,27,0.7705,0.5033,1
6,4,0,0,2,4,18,0.9205,0.1557,3
15,1,0,0,0,19,22,0.5859,0.8544,1
4,6,1,1,4,15,18,0.0189,0.6758,1
2,0,0,1,3,14,14,0.2042,0.6379,1
8,4,0,0,0,6,18,0.0931,0.2203,3
21,3,0,1,3,2,14,0.2014,0.1532,1
16,4,0,0,2,8,14,0.5874,0.873,2
11,5,1,0,2,16,29,0.6407,0.1794,1
6,4,0,0,1,11,20,0.1893,0.0737,2
3,4,0,1,4,12,26,0.4936,0.6256,1
6,5,1,0,2,15,28,0.618,0.7043,1
3,4,0,1,4,6,20,0.3003,0.1196,1
4,5,1,1,0,0,5,0.1816,0.2069,2
16,2,0,0,2,17,26,0.2227,0.7888,1
3,1,0,1,1,12,14,0.858,0.9296,2
1,1,0,1,4,11,24,0.4645,0.4765,1
13,4,0,0,2,11,15,0.6611,0.792,2
6,3,0,0,3,17,23,0.5149,0.3194,1
10,0,0,0,0,15,23,0.8341,0.7032,2
3,1,0,1,3,13,24,0.1525,0.5572,1
5,6,1,0,0,15,25,0.0933,0.8432,1
10,5,1,0,1,5,19,0.198,0.7759,2
16,5,1,0,1,14,24,0.0133,0.2841,1
9,1,0,0,0,19,30,0.8315,0.1495,1
13,0,0,0,2,4,12,0.6633,0.8077,3
12,2,0,0,1,11,17,0.7592,0.0328,2
6,5,1,0,2,13,26,0.715,0.679,1
6,3,0,0,3,10,15,0.8245,0.4759,1
10,5,1,0,0,19,28,0.987,0.0753,1
0,3,0,1,3,8,12,0.196,0.6886,1
16,3,0,0,1,4,11,0.2523,0.4829,2
14,4,0,0,1,2,7,0.1014,0.8601,3
7,6,1,0,2,16,19,0.5897,0.2086,1
8,3,0,0,3,13,25,0.7708,0.0023,1
7,4,0,0,3,11,22,0.5616,0.1305,1
15,6,1,0,0,8,18,0.3036,0.2696,2
18,2,0,0,2,8,9,0.7197,0.6522,2
2,5,1,1,1,18,21,0.448,0.3626,1
9,3,0,0,1,13,16,0.2866,0.1182,2
0,6,1,1,4,19,29,0.8411,0.9816,1
10,3,0,0,0,16,29,0.5765,0.1082,2
5,4,0,0,2,15,20,0.2834,0.3551,1
8,2,0,0,2,11,15,0.3286,0.8766,2
10,4,0,0,1,4,12,0.5717,0.6526,3
7,2,0,0,3,13,27,0.4229,0.3198,1
9,4,0,0,2,14,19,0.1605,0.9703,2
18,5,1,0,3,10,14,0.6105,0.5011,1
19,3,0,0,1,0,7,0.6891,0.0081,3
0,3,0,1,4,19,32,0.0001,0.0062,1
9,2,0,0,3,16,26,0.5369,0.941,1
20,5,1,1,1,7,14,0.5772,0.2812,2
12,4,0,0,4,9,19,0.3321,0.8121,3
4,3,0,1,4,2,2,0.3387,0.0436,2
14,0,0,0,2,18,29,0.3177,0.1469,1
3,0,0,1,0,4,5,0.4453,0.8568,2
0,0,0,1,2,7,12,0.8119,0.9941,2
15,5,1,0,3,8,13,0.469,0.0519,1
12,5,1,0,1,5,15,0.9936,0.1676,3
18,0,0,0,0,12,15,0.3762,0.7229,2
8,0,0,0,2,19,22,0.6993,0.5295,1
20,5,1,1,4,17,30,0.549,0.406,1
10,3,0,0,1,10,17,0.7623,0.1945,2
17,2,0,0,2,2,13,0.8884,0.9454,3
2,4,0,1,0,17,25,0.5117,0.1723,1
2,1,0,1,3,5,14,0.1483,0.2652,1
18,1,0,0,4,18,28,0.9427,0.3243,2
20,2,0,1,3,7,17,0.2801,0.1386,1
22,6,1,1,2,10,23,0.997,0.5362,1
7,5,1,0,0,8,19,0.1565,0.3413,2
0,1,0,1,2,9,13,0.0036,0.6078,1
23,3,0,1,4,3,5,0.4373,0.3679,2
14,6,1,0,0,11,23,0.7333,0.1164,2
5,6,1,0,1,8,13,0.0729,0.8726,2
18,5,1,0,4,16,20,0.3736,0.5097,2
21,0,0,1,2,9,10,0.5815,0.3219,1
6,1,0,0,0,19,27,0.2125,0.0164,1
18,1,0,0,0,5,12,0.7311,0.5978,3
18,1,0,0,2,6,18,0.2295,0.7825,2
12,1,0,0,2,0,11,0.8407,0.6501,3
15,2,0,0,4,14,24,0.3483,0.7877,1
6,3,0,0,4,1,9,0.5986,0.155,3
22,2,0,1,2,5,17,0.5442,0.9717,1
23,2,0,1,2,18,32,0.2964,0.2113,1
23,1,0,1,4,12,24,0.4391,0.2668,1
17,1,0,0,3,11,16,0.846,0.5123,2
1,6,1,1,1,16,20,0.5483,0.0052,1
8,4,0,0,3,15,15,0.0556,0.4424,1
10,1,0,0,3,17,31,0.713,0.1957,1
23,5,1,1,1,13,23,0.1825,0.749,1
13,5,1,0,4,8,22,0.4861,0.7578,2
12,6,1,0,1,2,13,0.4685,0.6157,3
3,1,0,1,2,7,13,0.4865,0.4217,1
19,4,0,0,2,14,16,0.031,0.3102,1
8,6,1,0,3,5,5,0.2724,0.8275,1
2,5,1,1,4,13,24,0.0507,0.5071,1
23,1,0,1,1,2,6,0.415,0.4965,2
4,6,1,1,1,1,6,0.6213,0.1134,2
0,2,0,1,3,7,19,0.1962,0.2184,1
1,3,0,1,4,4,11,0.0645,0.3605,1
10,3,0,0,4,17,31,0.1189,0.6989,2
2,5,1,1,3,7,15,0.1985,0.8453,1
20,0,0,1,3,8,20,0.1594,0.9929,1
12,3,0,0,3,8,9,0.8334,0.4274,2
7,5,1,0,4,6,11,0.2051,0.4532,2
0,3,0,1,0,18,20,0.1203,0.7661,1
11,1,0,0,2,14,14,0.362,0.3212,1
3,0,0,1,0,3,17,0.6371,0.5405,2
23,3,0,1,2,4,11,0.486,0.677,2
6,4,0,0,1,1,6,0.0986,0.2362,3
11,3,0,0,1,5,10,0.0713,0.2796,2
0,6,1,1,4,13,16,0.6777,0.3562,1
3,4,0,1,3,18,19,0.0891,0.5777,1
4,3,0,1,2,9,22,0.6695,0.2704,1
1,0,0,1,4,1,2,0.2949,0.2082,2
17,3,0,0,0,0,5,0.3148,0.1495,3
22,1,0,1,3,8,10,0.0629,0.8093,1
23,5,1,1,0,5,18,0.9837,0.886,2
